content_id,stat_month,pv,uv,sessions,dwell_sec_total,bounce_sessions,share_cnt,comment_cnt,paywall_hit_cnt,conversion_cnt,ingest_ts,total_pv_lifetime
cnt_20241031_030,2024-10,294,225,266,20713,158,1,0,4,1,2024-12-05 09:00:00,457
cnt_20241019_035,2024-10,231,166,196,3243,137,1,0,4,1,2024-11-23 12:00:00,313
cnt_20241009_010,2024-10,893,594,701,27444,285,3,1,16,3,2024-11-13 10:00:00,1326
cnt_20241021_015,2024-10,1225,825,974,33690,393,3,1,394,78,2024-11-25 12:00:00,2241
cnt_20241013_011,2024-10,464,342,404,40216,192,2,1,138,40,2024-11-17 09:00:00,846
cnt_20241024_049,2024-10,205,147,173,5256,81,1,0,3,1,2024-11-28 08:00:00,423
cnt_20241017_020,2024-10,148,101,119,2724,73,1,0,3,1,2024-11-21 15:00:00,287
cnt_20241030_034,2024-10,1243,900,1062,25584,651,5,3,21,4,2024-12-04 13:00:00,2147
cnt_20241025_004,2024-10,725,564,666,11511,395,4,2,267,53,2024-11-29 16:00:00,1585
cnt_20241003_031,2024-10,98,68,80,20707,41,0,0,1,0,2024-11-07 16:00:00,135
cnt_20241028_006,2024-10,889,665,785,16121,529,4,1,16,3,2024-12-02 14:00:00,1246
cnt_20241012_010,2024-10,150,106,125,17001,65,1,0,2,1,2024-11-16 11:00:00,246
cnt_20241009_009,2024-10,458,318,375,58224,141,2,1,7,2,2024-11-13 14:00:00,778
cnt_20241028_007,2024-10,538,373,440,43352,303,2,1,7,2,2024-12-02 21:00:00,1183
cnt_20241012_032,2024-10,724,511,603,12815,350,3,2,14,3,2024-11-16 09:00:00,1591
cnt_20241001_015,2024-10,153,118,139,2647,84,1,0,2,0,2024-11-05 18:00:00,236
cnt_20241021_025,2024-10,742,515,608,17938,358,2,2,11,2,2024-11-25 15:00:00,1270
cnt_20241002_025,2024-10,181,137,162,13194,113,1,0,3,0,2024-11-06 19:00:00,355
cnt_20241012_019,2024-10,1674,1256,1482,33212,845,4,3,24,5,2024-11-16 12:00:00,2544
cnt_20241008_012,2024-10,120,89,105,13036,52,1,0,2,0,2024-11-12 21:00:00,263
cnt_20241010_003,2024-10,1576,1234,1456,23288,896,8,2,28,5,2024-11-14 13:00:00,2913
cnt_20241021_031,2024-10,394,256,302,9368,188,1,1,5,1,2024-11-25 11:00:00,535
cnt_20241025_058,2024-10,687,525,620,15431,330,1,1,13,2,2024-11-29 11:00:00,1283
cnt_20241030_013,2024-10,322,227,268,7888,142,1,1,5,1,2024-12-04 15:00:00,601
cnt_20241016_014,2024-10,619,405,478,72119,213,2,1,148,43,2024-11-20 09:00:00,995
cnt_20241006_022,2024-10,64,43,51,6640,31,0,0,1,0,2024-11-10 20:00:00,128
cnt_20241027_022,2024-10,1797,1241,1464,37924,820,5,4,24,5,2024-12-01 19:00:00,2454
cnt_20241026_013,2024-10,1525,1208,1425,19447,964,5,1,29,5,2024-11-30 15:00:00,2330
cnt_20241015_042,2024-10,55,43,51,5196,26,0,0,18,5,2024-11-19 07:00:00,97
cnt_20241007_014,2024-10,140,93,110,3663,65,0,0,31,6,2024-11-11 19:00:00,241
cnt_20241007_037,2024-10,671,506,597,15668,335,1,1,11,2,2024-11-11 13:00:00,1425
cnt_20241003_039,2024-10,181,142,168,19907,67,1,0,58,17,2024-11-07 09:00:00,244
cnt_20241018_036,2024-10,94,68,80,1988,48,0,0,1,0,2024-11-22 15:00:00,135
cnt_20241014_015,2024-10,643,503,594,9930,358,3,1,14,2,2024-11-18 17:00:00,1294
cnt_20241015_027,2024-10,399,291,343,50340,227,2,1,6,2,2024-11-19 08:00:00,668
cnt_20241003_048,2024-10,340,253,299,34111,163,1,0,7,1,2024-11-07 22:00:00,516
cnt_20241021_036,2024-10,1008,686,809,17159,564,3,1,265,52,2024-11-25 18:00:00,1643
cnt_20241006_033,2024-10,1042,735,867,18136,538,3,1,18,4,2024-11-10 11:00:00,1705
cnt_20241017_030,2024-10,270,206,243,29699,99,1,0,68,19,2024-11-21 16:00:00,531
cnt_20241026_032,2024-10,984,717,846,159065,555,3,1,17,3,2024-11-30 07:00:00,1904
cnt_20241026_026,2024-10,1649,1130,1333,257048,866,5,3,29,6,2024-11-30 18:00:00,3405
cnt_20241011_025,2024-10,249,183,216,5953,114,1,0,88,17,2024-11-15 09:00:00,419
cnt_20241031_051,2024-10,107,75,88,2638,53,0,0,2,1,2024-12-05 18:00:00,226
cnt_20241028_049,2024-10,451,352,415,9127,233,2,1,9,2,2024-12-02 11:00:00,731
cnt_20241002_020,2024-10,288,209,247,25265,121,1,1,74,22,2024-11-06 08:00:00,537
cnt_20241026_004,2024-10,622,482,569,13162,268,2,0,11,2,2024-11-30 14:00:00,1233
cnt_20241007_008,2024-10,761,563,664,72590,360,2,1,15,3,2024-11-11 19:00:00,1462
cnt_20241026_015,2024-10,114,81,96,1571,71,0,0,36,7,2024-11-30 18:00:00,226
cnt_20241024_040,2024-10,376,249,294,6378,202,1,1,5,1,2024-11-28 11:00:00,732
cnt_20241013_031,2024-10,511,359,424,9638,269,2,1,9,2,2024-11-17 09:00:00,1092
cnt_20241007_025,2024-10,72,54,64,1579,32,0,0,1,0,2024-11-11 09:00:00,102
cnt_20241020_010,2024-10,831,553,653,21698,345,3,2,12,2,2024-11-24 14:00:00,1303
cnt_20241017_002,2024-10,477,344,406,10473,219,1,1,8,2,2024-11-21 08:00:00,667
cnt_20241031_027,2024-10,233,179,211,4043,151,1,0,5,1,2024-12-05 08:00:00,422
cnt_20241018_023,2024-10,871,613,723,105829,410,4,2,12,2,2024-11-22 18:00:00,1207
cnt_20241014_025,2024-10,388,296,349,33172,195,1,1,6,1,2024-11-18 19:00:00,736
cnt_20241025_043,2024-10,345,247,291,8941,150,1,0,81,16,2024-11-29 17:00:00,544
cnt_20241012_008,2024-10,504,339,400,11409,212,2,1,10,2,2024-11-16 10:00:00,762
cnt_20241001_009,2024-10,346,266,314,28024,198,2,1,7,1,2024-11-05 18:00:00,624
cnt_20241016_023,2024-10,179,125,148,4543,81,1,0,3,0,2024-11-20 16:00:00,332
cnt_20241010_043,2024-10,145,114,135,3022,78,1,0,3,1,2024-11-14 14:00:00,283
cnt_20241022_017,2024-10,1025,714,843,26055,460,2,2,14,2,2024-11-26 09:00:00,1674
cnt_20241031_023,2024-10,744,525,620,12103,402,2,1,183,36,2024-12-05 12:00:00,1187
cnt_20241009_034,2024-10,704,471,556,14575,317,3,1,13,2,2024-11-13 11:00:00,1473
cnt_20241009_043,2024-10,336,258,304,28281,174,1,1,5,0,2024-11-13 18:00:00,517
cnt_20241027_039,2024-10,227,156,184,4468,100,1,0,3,1,2024-12-01 11:00:00,475
cnt_20241009_022,2024-10,395,293,346,33784,219,2,1,7,1,2024-11-13 21:00:00,578
cnt_20241013_029,2024-10,99,74,87,2034,52,0,0,31,7,2024-11-17 14:00:00,198
cnt_20241002_021,2024-10,315,234,276,5628,149,1,1,5,1,2024-11-06 18:00:00,553
cnt_20241017_003,2024-10,278,198,234,30343,110,1,0,68,20,2024-11-21 14:00:00,463
cnt_20241029_035,2024-10,4216,3053,3603,101824,2069,23,4,61,12,2024-12-03 11:00:00,7401
cnt_20241019_019,2024-10,281,184,217,32839,138,1,1,5,1,2024-11-23 18:00:00,491
cnt_20241024_048,2024-10,1712,1301,1535,316992,846,3,4,36,7,2024-11-28 19:00:00,3411
cnt_20241029_013,2024-10,63,46,54,976,35,0,0,1,0,2024-12-03 17:00:00,138
cnt_20241031_033,2024-10,525,363,428,48157,256,2,1,156,45,2024-12-05 07:00:00,865
cnt_20241031_026,2024-10,247,160,189,25886,74,1,1,51,14,2024-12-05 19:00:00,417
cnt_20241016_021,2024-10,1237,828,977,131133,446,4,1,16,5,2024-11-20 14:00:00,2467
cnt_20241025_028,2024-10,1883,1353,1597,49542,833,6,5,27,6,2024-11-29 11:00:00,4146
cnt_20241031_045,2024-10,130,98,116,2291,65,1,0,2,0,2024-12-05 12:00:00,236
cnt_20241028_036,2024-10,2779,2128,2511,52427,1682,11,4,44,9,2024-12-02 17:00:00,5226
cnt_20241016_029,2024-10,190,124,146,21534,81,1,0,55,16,2024-11-20 09:00:00,360
cnt_20241024_001,2024-10,498,351,414,9153,236,3,1,9,1,2024-11-28 17:00:00,983
cnt_20241027_035,2024-10,491,356,420,7958,274,3,1,155,30,2024-12-01 12:00:00,964
cnt_20241013_030,2024-10,636,485,572,10886,346,2,2,165,33,2024-11-17 14:00:00,1412
cnt_20241017_014,2024-10,1763,1217,1436,41538,801,5,3,33,7,2024-11-21 09:00:00,3867
cnt_20241022_004,2024-10,798,554,654,87711,296,2,1,15,5,2024-11-26 17:00:00,1161
cnt_20241025_057,2024-10,1155,839,990,22020,568,6,2,288,57,2024-11-29 08:00:00,1603
cnt_20241027_026,2024-10,2780,1910,2254,71391,1350,9,3,47,9,2024-12-01 19:00:00,4480
cnt_20241014_010,2024-10,27,19,22,2454,10,0,0,7,2,2024-11-18 13:00:00,38
cnt_20241021_029,2024-10,784,539,636,133277,418,2,1,15,3,2024-11-25 11:00:00,1395
cnt_20241007_030,2024-10,681,528,623,14353,369,3,1,10,2,2024-11-11 07:00:00,1531
cnt_20241018_032,2024-10,384,257,303,10013,183,1,0,6,2,2024-11-22 08:00:00,562
cnt_20241010_031,2024-10,2394,1872,2209,59754,1115,12,3,40,7,2024-11-14 10:00:00,4657
cnt_20241026_039,2024-10,437,293,346,49423,165,2,0,6,2,2024-11-30 09:00:00,933
cnt_20241001_001,2024-10,248,192,227,21060,124,1,0,5,1,2024-11-05 20:00:00,443
cnt_20241014_011,2024-10,532,359,424,7505,318,1,0,7,2,2024-11-18 17:00:00,823
cnt_20241007_007,2024-10,1260,942,1112,31222,623,3,2,21,4,2024-11-11 12:00:00,2138
cnt_20241003_020,2024-10,205,155,183,5574,94,1,0,4,0,2024-11-07 11:00:00,369
cnt_20241001_020,2024-10,630,469,553,45797,375,3,1,9,1,2024-11-05 20:00:00,1313
cnt_20241025_013,2024-10,860,652,769,14787,524,5,1,14,3,2024-11-29 13:00:00,1583
cnt_20241031_001,2024-10,516,371,438,52161,293,1,1,8,1,2024-12-05 22:00:00,892
cnt_20241011_046,2024-10,158,123,145,3649,75,1,0,2,0,2024-11-15 13:00:00,257
cnt_20241002_024,2024-10,1252,975,1150,18788,730,4,2,23,5,2024-11-06 17:00:00,2023
cnt_20241019_008,2024-10,994,715,844,166412,518,3,2,18,4,2024-11-23 17:00:00,1585
cnt_20241013_022,2024-10,337,263,310,27343,205,1,1,6,1,2024-11-17 22:00:00,467
cnt_20241016_052,2024-10,482,376,444,8674,225,2,1,9,2,2024-11-20 11:00:00,988
cnt_20241002_003,2024-10,179,137,162,3357,109,1,0,63,12,2024-11-06 16:00:00,293
cnt_20241004_025,2024-10,1214,796,939,27738,504,4,3,19,4,2024-11-08 19:00:00,1673
cnt_20241020_025,2024-10,269,197,232,5220,140,1,0,4,1,2024-11-24 13:00:00,434
cnt_20241006_025,2024-10,246,175,206,51547,109,1,1,5,1,2024-11-10 07:00:00,493
cnt_20241009_036,2024-10,339,241,284,7428,184,1,0,7,1,2024-11-13 09:00:00,554
cnt_20241007_003,2024-10,229,172,203,22543,90,1,1,5,2,2024-11-11 15:00:00,406
cnt_20241026_020,2024-10,719,493,582,17438,332,2,2,13,2,2024-11-30 19:00:00,1564
cnt_20241025_006,2024-10,531,353,417,9859,278,2,1,8,2,2024-11-29 14:00:00,1037
cnt_20241028_035,2024-10,433,306,361,36716,163,2,1,7,2,2024-12-02 11:00:00,970
cnt_20241021_050,2024-10,364,259,306,50113,97,2,1,7,2,2024-11-25 15:00:00,539
cnt_20241030_006,2024-10,202,151,178,20155,105,1,0,4,0,2024-12-04 20:00:00,379
cnt_20241011_035,2024-10,620,464,548,18030,262,2,0,156,31,2024-11-15 19:00:00,1292
cnt_20241008_007,2024-10,1549,1115,1316,158555,587,4,1,410,119,2024-11-12 15:00:00,3130
cnt_20241008_030,2024-10,532,356,420,10743,265,3,1,9,2,2024-11-12 15:00:00,932
cnt_20241011_009,2024-10,249,188,222,3997,148,1,1,4,0,2024-11-15 09:00:00,465
cnt_20241008_043,2024-10,1675,1263,1490,268423,769,9,3,36,7,2024-11-12 13:00:00,2866
cnt_20241009_024,2024-10,1980,1356,1600,52251,651,11,2,28,6,2024-11-13 09:00:00,3458
cnt_20241008_013,2024-10,243,175,206,4533,134,1,1,5,1,2024-11-12 12:00:00,434
cnt_20241018_005,2024-10,601,419,494,10216,324,2,2,8,1,2024-11-22 15:00:00,872
cnt_20241003_006,2024-10,2191,1652,1949,44760,1160,5,5,45,9,2024-11-07 14:00:00,3700
cnt_20241019_021,2024-10,205,161,190,3486,130,1,0,4,1,2024-11-23 17:00:00,393
cnt_20241004_057,2024-10,1498,1035,1221,33201,670,4,4,23,4,2024-11-08 07:00:00,2588
cnt_20241007_020,2024-10,307,215,254,5744,137,2,0,4,0,2024-11-11 14:00:00,584
cnt_20241016_016,2024-10,254,179,211,4270,144,1,1,4,1,2024-11-20 08:00:00,564
cnt_20241025_036,2024-10,156,106,125,3153,79,0,0,3,0,2024-11-29 07:00:00,299
cnt_20241031_024,2024-10,124,93,110,3228,53,0,0,2,0,2024-12-05 09:00:00,177
cnt_20241007_035,2024-10,1167,910,1074,13748,842,4,2,18,4,2024-11-11 19:00:00,2622
cnt_20241018_029,2024-10,153,115,136,3270,85,0,0,52,11,2024-11-22 18:00:00,263
cnt_20241011_051,2024-10,332,246,290,5354,176,1,0,98,20,2024-11-15 15:00:00,694
cnt_20241018_019,2024-10,240,174,205,5107,127,1,0,5,1,2024-11-22 18:00:00,406
cnt_20241023_012,2024-10,1066,710,838,18470,520,5,1,17,3,2024-11-27 14:00:00,1726
cnt_20241024_014,2024-10,688,455,537,15156,306,3,1,212,42,2024-11-28 15:00:00,1187
cnt_20241014_007,2024-10,1301,1009,1191,25811,722,6,3,430,85,2024-11-18 11:00:00,2613
cnt_20241024_046,2024-10,1022,787,929,17048,581,5,1,22,4,2024-11-28 09:00:00,2053
cnt_20241004_027,2024-10,268,184,217,7551,114,1,0,4,1,2024-11-08 07:00:00,448
cnt_20241017_058,2024-10,135,96,113,13283,69,1,0,3,1,2024-11-21 21:00:00,271
cnt_20241016_012,2024-10,2565,1848,2181,53888,1180,5,7,35,7,2024-11-20 16:00:00,5402
cnt_20241005_009,2024-10,635,448,529,12922,371,3,1,11,2,2024-11-09 17:00:00,1264
cnt_20241030_014,2024-10,41,27,32,779,19,0,0,1,1,2024-12-04 14:00:00,68
cnt_20241022_008,2024-10,300,201,237,33184,133,1,1,4,0,2024-11-26 20:00:00,587
cnt_20241016_013,2024-10,710,480,566,19968,273,3,1,166,32,2024-11-20 17:00:00,1160
cnt_20241010_053,2024-10,382,249,294,77831,176,1,1,7,1,2024-11-14 12:00:00,833
cnt_20241025_060,2024-10,529,387,457,12121,232,2,1,11,2,2024-11-29 13:00:00,834
cnt_20241005_021,2024-10,102,77,91,2179,58,1,0,26,6,2024-11-09 08:00:00,190
cnt_20241028_025,2024-10,129,99,117,2065,76,1,0,3,1,2024-12-02 09:00:00,283
cnt_20241017_055,2024-10,588,438,517,60336,269,1,1,10,3,2024-11-21 07:00:00,1244
cnt_20241025_032,2024-10,2659,1749,2064,56466,1263,7,7,591,117,2024-11-29 17:00:00,5356
cnt_20241012_028,2024-10,644,472,557,13040,277,3,1,12,2,2024-11-16 08:00:00,1414
cnt_20241015_028,2024-10,209,148,175,5321,93,1,0,4,1,2024-11-19 17:00:00,470
cnt_20241004_026,2024-10,1662,1302,1536,31449,930,7,1,27,5,2024-11-08 12:00:00,3622
cnt_20241025_020,2024-10,1326,908,1071,22687,686,4,3,19,4,2024-11-29 18:00:00,2190
cnt_20241004_021,2024-10,654,446,526,13173,317,2,1,11,2,2024-11-08 10:00:00,1086
cnt_20241031_004,2024-10,674,460,543,15759,344,2,1,12,2,2024-12-05 19:00:00,1154
cnt_20241004_056,2024-10,573,397,468,11987,247,2,1,10,2,2024-11-08 16:00:00,1219
cnt_20241024_011,2024-10,556,383,452,109275,282,3,1,10,2,2024-11-28 08:00:00,778
cnt_20241023_024,2024-10,1750,1370,1617,110022,1187,7,5,26,4,2024-11-27 19:00:00,3082
cnt_20241004_024,2024-10,407,281,332,45217,144,2,0,5,2,2024-11-08 07:00:00,838
cnt_20241004_054,2024-10,1417,1001,1181,204634,786,4,2,25,5,2024-11-08 15:00:00,2509
cnt_20241004_053,2024-10,152,119,140,14551,83,1,0,3,0,2024-11-08 18:00:00,240
cnt_20241027_034,2024-10,1459,975,1150,147626,496,6,1,417,121,2024-12-01 12:00:00,2542
cnt_20241008_031,2024-10,111,73,86,2165,55,0,0,2,0,2024-11-12 08:00:00,244
cnt_20241028_054,2024-10,364,266,314,7687,175,2,1,125,25,2024-12-02 09:00:00,749
cnt_20241031_031,2024-10,632,410,484,155781,248,3,1,11,3,2024-12-05 10:00:00,1382
cnt_20241018_011,2024-10,305,222,262,5318,154,1,0,6,1,2024-11-22 10:00:00,525
cnt_20241022_035,2024-10,659,496,585,13447,334,2,2,14,3,2024-11-26 14:00:00,1450
cnt_20241009_032,2024-10,280,183,216,6309,126,1,1,5,1,2024-11-13 10:00:00,619
cnt_20241019_015,2024-10,1665,1172,1383,46109,707,8,2,523,103,2024-11-23 07:00:00,3471
cnt_20241010_009,2024-10,785,555,655,118816,404,4,2,12,2,2024-11-14 07:00:00,1489
cnt_20241030_026,2024-10,202,150,177,4869,102,1,0,4,1,2024-12-04 09:00:00,385
cnt_20241011_011,2024-10,884,666,786,164732,421,2,2,14,3,2024-11-15 14:00:00,1669
cnt_20241025_049,2024-10,1086,845,997,133696,390,5,1,21,6,2024-11-29 18:00:00,1524
cnt_20241027_008,2024-10,590,413,487,16349,251,3,1,179,35,2024-12-01 14:00:00,999
cnt_20241021_028,2024-10,376,263,310,38020,182,1,1,6,1,2024-11-25 21:00:00,767
cnt_20241020_013,2024-10,144,110,130,2200,88,1,0,39,8,2024-11-24 16:00:00,320
cnt_20241019_004,2024-10,259,199,235,4836,129,1,0,4,1,2024-11-23 14:00:00,513
cnt_20241009_046,2024-10,834,606,715,74597,302,4,2,12,3,2024-11-13 13:00:00,1776
cnt_20241016_020,2024-10,297,195,230,7540,144,1,1,4,1,2024-11-20 18:00:00,424
cnt_20241004_011,2024-10,494,357,421,8187,275,2,1,7,2,2024-11-08 19:00:00,840
cnt_20241020_005,2024-10,387,294,347,36734,207,2,1,8,1,2024-11-24 21:00:00,614
cnt_20241016_034,2024-10,416,300,354,7095,232,1,1,7,2,2024-11-20 17:00:00,917
cnt_20241005_028,2024-10,806,626,739,15123,452,2,1,16,4,2024-11-09 14:00:00,1145
cnt_20241002_032,2024-10,689,488,576,19061,253,3,2,11,2,2024-11-06 13:00:00,1077
cnt_20241028_016,2024-10,202,148,175,4855,104,1,0,57,11,2024-12-02 17:00:00,419
cnt_20241008_022,2024-10,357,260,307,63824,142,1,0,7,2,2024-11-12 13:00:00,716
cnt_20241029_026,2024-10,1027,732,864,19341,601,6,1,16,4,2024-12-03 11:00:00,2232
cnt_20241014_041,2024-10,175,137,162,3158,105,0,0,4,1,2024-11-18 16:00:00,316
cnt_20241014_003,2024-10,94,63,74,7783,42,1,0,24,7,2024-11-18 15:00:00,170
cnt_20241015_001,2024-10,133,86,101,3508,57,0,0,2,1,2024-11-19 09:00:00,243
cnt_20241011_024,2024-10,923,658,776,18284,460,4,2,15,2,2024-11-15 15:00:00,1775
cnt_20241006_003,2024-10,349,274,323,7677,176,2,0,6,1,2024-11-10 07:00:00,501
cnt_20241015_022,2024-10,134,100,118,12740,80,0,0,2,0,2024-11-19 21:00:00,237
cnt_20241020_017,2024-10,825,559,660,19298,410,5,1,13,2,2024-11-24 16:00:00,1808
cnt_20241008_029,2024-10,275,216,255,5352,153,1,1,5,1,2024-11-12 11:00:00,447
cnt_20241002_026,2024-10,172,123,145,4161,78,1,0,3,1,2024-11-06 17:00:00,276
cnt_20241026_016,2024-10,694,493,582,15512,372,2,1,183,36,2024-11-30 17:00:00,1384
cnt_20241007_002,2024-10,1341,1005,1186,23797,694,5,3,21,4,2024-11-11 17:00:00,2634
cnt_20241008_037,2024-10,477,337,398,8698,251,1,1,7,1,2024-11-12 19:00:00,737
cnt_20241009_030,2024-10,667,499,589,15339,338,2,1,10,2,2024-11-13 18:00:00,1378
cnt_20241023_013,2024-10,590,386,455,10098,316,3,1,7,1,2024-11-27 19:00:00,1112
cnt_20241011_017,2024-10,269,201,237,22491,154,1,0,5,1,2024-11-15 20:00:00,391
cnt_20241017_042,2024-10,352,248,293,8393,160,2,0,107,21,2024-11-21 18:00:00,672
cnt_20241007_010,2024-10,892,650,767,156347,459,5,1,16,3,2024-11-11 15:00:00,2006
cnt_20241015_033,2024-10,131,99,117,1862,80,0,0,2,0,2024-11-19 08:00:00,269
cnt_20241011_014,2024-10,2313,1536,1812,252424,788,10,6,700,203,2024-11-15 09:00:00,5172
cnt_20241013_026,2024-10,985,732,864,125276,456,5,3,18,2,2024-11-17 21:00:00,2019
cnt_20241013_003,2024-10,206,154,182,26535,67,1,0,67,19,2024-11-17 19:00:00,287
cnt_20241015_031,2024-10,96,66,78,10351,28,1,0,2,1,2024-11-19 08:00:00,154
cnt_20241011_006,2024-10,239,164,194,5663,97,1,1,3,0,2024-11-15 15:00:00,330
cnt_20241029_022,2024-10,157,117,138,2666,80,1,0,3,0,2024-12-03 13:00:00,223
cnt_20241005_004,2024-10,267,186,219,4888,135,1,1,5,1,2024-11-09 16:00:00,473
cnt_20241007_038,2024-10,108,85,100,2054,56,0,0,2,0,2024-11-11 19:00:00,185
cnt_20241028_014,2024-10,786,571,674,11019,461,3,2,12,2,2024-12-02 12:00:00,1708
cnt_20241024_042,2024-10,606,394,465,97564,276,3,1,9,2,2024-11-28 07:00:00,1024
cnt_20241020_024,2024-10,140,110,130,2772,78,1,0,37,7,2024-11-24 12:00:00,209
cnt_20241015_018,2024-10,1111,804,949,19616,553,4,1,18,4,2024-11-19 07:00:00,1636
cnt_20241018_041,2024-10,696,543,641,13375,400,2,1,12,3,2024-11-22 17:00:00,1457
cnt_20241004_007,2024-10,322,230,271,56686,152,2,1,5,1,2024-11-08 10:00:00,715
cnt_20241026_009,2024-10,317,219,258,30961,177,2,1,5,1,2024-11-30 19:00:00,478
cnt_20241002_034,2024-10,1230,926,1093,27552,641,7,1,327,65,2024-11-06 12:00:00,1852
cnt_20241016_053,2024-10,250,183,216,5296,127,1,0,4,1,2024-11-20 09:00:00,462
cnt_20241025_016,2024-10,1747,1326,1565,33171,909,5,2,547,108,2024-11-29 13:00:00,3750
cnt_20241003_015,2024-10,151,111,131,3485,75,1,0,3,1,2024-11-07 09:00:00,226
cnt_20241001_007,2024-10,742,557,657,10652,466,4,2,14,3,2024-11-05 13:00:00,1078
cnt_20241030_012,2024-10,148,114,135,16821,60,1,0,53,15,2024-12-04 18:00:00,318
cnt_20241010_027,2024-10,1277,889,1049,114964,659,5,3,17,3,2024-11-14 20:00:00,2376
cnt_20241006_029,2024-10,850,608,717,14799,442,2,1,13,2,2024-11-10 19:00:00,1502
cnt_20241006_027,2024-10,567,412,486,9884,320,2,2,8,2,2024-11-10 18:00:00,891
cnt_20241031_037,2024-10,202,132,156,3499,109,1,1,62,13,2024-12-05 19:00:00,316
cnt_20241008_045,2024-10,345,232,274,9502,134,1,1,5,1,2024-11-12 07:00:00,767
cnt_20241018_034,2024-10,691,538,635,11214,415,3,2,13,3,2024-11-22 16:00:00,1252
cnt_20241017_050,2024-10,397,294,347,68732,190,2,1,7,1,2024-11-21 10:00:00,832
cnt_20241021_040,2024-10,1606,1084,1279,29890,800,6,1,453,90,2024-11-25 12:00:00,3164
cnt_20241014_004,2024-10,1042,799,943,18963,502,3,1,16,4,2024-11-18 11:00:00,2284
cnt_20241003_021,2024-10,180,119,140,17170,90,1,0,3,0,2024-11-07 22:00:00,376
cnt_20241017_043,2024-10,542,361,426,56248,216,2,1,7,1,2024-11-21 18:00:00,869
cnt_20241023_036,2024-10,88,65,77,1794,48,0,0,2,0,2024-11-27 10:00:00,120
cnt_20241017_007,2024-10,213,146,172,19503,97,1,1,3,0,2024-11-21 22:00:00,412
cnt_20241010_002,2024-10,577,437,516,48841,316,2,1,10,2,2024-11-14 22:00:00,961
cnt_20241019_007,2024-10,2037,1427,1684,37571,1007,7,3,681,135,2024-11-23 16:00:00,4160
cnt_20241010_032,2024-10,142,104,123,2704,67,1,0,2,0,2024-11-14 11:00:00,193
cnt_20241026_010,2024-10,506,370,437,14184,208,3,1,7,2,2024-11-30 18:00:00,800
cnt_20241002_037,2024-10,800,608,717,17811,351,4,1,272,54,2024-11-06 09:00:00,1690
cnt_20241018_010,2024-10,1016,790,932,176562,514,3,3,21,4,2024-11-22 11:00:00,1840
cnt_20241013_021,2024-10,840,617,728,79061,445,5,1,17,3,2024-11-17 22:00:00,1487
cnt_20241014_050,2024-10,510,399,471,9171,325,3,1,10,2,2024-11-18 12:00:00,958
cnt_20241018_016,2024-10,1264,996,1175,26807,665,4,2,345,68,2024-11-22 14:00:00,2794
cnt_20241031_028,2024-10,394,291,343,71909,208,1,1,6,1,2024-12-05 18:00:00,867
cnt_20241029_015,2024-10,195,129,152,22000,72,1,0,55,16,2024-12-03 10:00:00,322
cnt_20241017_022,2024-10,446,327,386,43168,224,2,1,8,1,2024-11-21 19:00:00,893
cnt_20241002_031,2024-10,752,554,654,11784,470,3,2,261,52,2024-11-06 16:00:00,1024
cnt_20241014_017,2024-10,129,86,101,2645,68,0,0,35,7,2024-11-18 07:00:00,251
cnt_20241010_004,2024-10,288,222,262,24780,154,1,1,6,1,2024-11-14 22:00:00,638
cnt_20241003_023,2024-10,2564,1761,2078,64046,1208,10,6,47,9,2024-11-07 12:00:00,5520
cnt_20241030_016,2024-10,794,515,608,142706,372,3,2,13,3,2024-12-04 10:00:00,1260
cnt_20241029_038,2024-10,117,86,101,10022,52,0,0,2,1,2024-12-03 18:00:00,253
cnt_20241012_040,2024-10,193,144,170,3615,108,1,0,3,1,2024-11-16 14:00:00,377
cnt_20241010_039,2024-10,299,213,251,6766,134,1,0,5,1,2024-11-14 12:00:00,644
cnt_20241019_027,2024-10,42,29,34,5564,13,0,0,1,0,2024-11-23 13:00:00,72
cnt_20241018_046,2024-10,347,255,301,6942,185,1,0,7,1,2024-11-22 19:00:00,702
cnt_20241009_008,2024-10,1551,1103,1302,31208,715,6,3,21,4,2024-11-13 07:00:00,2623
cnt_20241030_048,2024-10,362,279,329,53384,199,1,1,7,2,2024-12-04 08:00:00,808
cnt_20241031_008,2024-10,244,178,210,4822,120,1,0,5,1,2024-12-05 18:00:00,520
cnt_20241019_018,2024-10,159,125,148,16325,82,0,0,3,1,2024-11-23 19:00:00,240
cnt_20241024_002,2024-10,710,487,575,14554,321,3,1,176,35,2024-11-28 09:00:00,1393
cnt_20241030_033,2024-10,1243,897,1058,113507,688,3,1,18,2,2024-12-04 19:00:00,2355
cnt_20241008_021,2024-10,437,328,387,37992,261,2,1,7,1,2024-11-12 20:00:00,746
cnt_20241021_027,2024-10,539,421,497,12528,290,2,0,12,2,2024-11-25 09:00:00,1034
cnt_20241004_029,2024-10,283,194,229,34772,101,1,1,78,22,2024-11-08 12:00:00,437
cnt_20241029_028,2024-10,410,297,350,40370,162,2,1,6,2,2024-12-03 17:00:00,763
cnt_20241031_016,2024-10,125,88,104,2687,52,1,0,2,1,2024-12-05 18:00:00,222
cnt_20241025_021,2024-10,67,46,54,1825,27,0,0,17,4,2024-11-29 10:00:00,138
cnt_20241005_001,2024-10,101,71,84,2312,54,1,0,31,6,2024-11-09 10:00:00,156
